Education,Relation_status,Seniority(in Years),Has_child,Children,Cluster,Age_group,Income_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
Undergraduate,In couple,8.82,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.44,No child,No child,Stars,Senior,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.12,Has child,1 child,Leaky bucket,Adult,Low income,Frequent consumer,Low consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
Undergraduate,In couple,8.73,No child,No child,Leaky bucket,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,In couple,10.25,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,Alone,9.00,Has child,1 child,Leaky bucket,Mature,Low income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.59,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.97,No child,No child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.03,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer
Undergraduate,In couple,10.49,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.81,No child,No child,Need attention,Adult,Medium to high income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Undergraduate,Alone,9.44,Has child,1 child,Leaky bucket,,Low to medium income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.77,Has child,1 child,High potential,Adult,Low to medium income,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.05,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.19,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,8.82,No child,No child,Stars,Adult,High income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.46,No child,No child,Stars,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.13,No child,No child,Need attention,Senior,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,8.93,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Biggest consumer
Postgraduate,Alone,8.69,Has child,1 child,Stars,Senior,High income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.24,No child,No child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,9.39,Has child,1 child,Stars,Adult,Medium to high income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.34,No child,No child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.64,Has child,2 children,Leaky bucket,Mature,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,Alone,10.32,No child,No child,High potential,Adult,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.24,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.82,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.75,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,Alone,10.49,Has child,1 child,Need attention,Senior,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.93,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Low consumer,Low consumer
Postgraduate,In couple,8.97,No child,No child,Stars,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.42,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.12,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.84,No child,No child,Need attention,Adult,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,8.93,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Undergraduate,Alone,8.82,Has child,3 children,Leaky bucket,Adult,Medium to high income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.31,No child,No child,Stars,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.52,Has child,1 child,Leaky bucket,Senior,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
Postgraduate,In couple,10.31,Has child,1 child,Need attention,Adult,High income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,8.90,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.31,No child,No child,Stars,Mature,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Low consumer
Postgraduate,In couple,8.90,Has child,2 children,Stars,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,10.17,Has child,1 child,High potential,Adult,Low income,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
Postgraduate,Alone,10.49,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.95,Has child,1 child,High potential,Adult,Low to medium income,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,10.36,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,10.24,Has child,1 child,Need attention,Senior,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
Postgraduate,In couple,10.58,No child,No child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.05,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer
Postgraduate,Alone,9.96,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Undergraduate,Alone,10.17,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.81,Has child,1 child,High potential,Mature,Low to medium income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,8.89,No child,No child,Leaky bucket,Senior,Low income,Non consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,In couple,9.96,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,9.24,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.25,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,Alone,9.42,Has child,1 child,Stars,Mature,High income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.19,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,Alone,8.81,Has child,1 child,Leaky bucket,,Medium to high income,Low consumer,Non consumer,Low consumer,Frequent consumer,Non consumer,Low consumer
Postgraduate,Alone,9.36,No child,No child,Stars,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.20,Has child,1 child,Need attention,Mature,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.60,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,9.27,No child,No child,Stars,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.55,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.75,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.80,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer
Postgraduate,In couple,10.16,Has child,1 child,Need attention,Senior,High income,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.52,No child,No child,Need attention,Adult,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.35,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.47,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.36,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.92,No child,No child,Need attention,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
Undergraduate,In couple,10.45,No child,No child,High potential,Mature,Low income,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.52,Has child,2 children,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.40,Has child,1 child,High potential,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.39,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.37,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.76,Has child,2 children,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,Alone,9.24,Has child,3 children,Leaky bucket,Senior,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,Alone,10.41,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.79,Has child,2 children,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
